Area,City,Neighborhood,Transaction reference number,Date,Property classification,Property type,Number of properties,Price,Space,Price per square meter
Medina region,AL Madinah,Al-Aqoul,20793611,8/31/2023,Residential,land,1,220000,328.24,670
Qassim region,Onaizah,alkhalij ,20632531,8/13/2023,Residential,land,1,75000,460.0,163
Riyadh region,Riyadh,Al-Awali,20398745,7/16/2023,Residential,land,1,760500,390.0,"1,950"
Makkah Region,Jeddah, Al-Waha ,20620723,8/10/2023,Residential,apartment,1,480000,120.8,"3,974"
Riyadh region,Riyadh,alnarjis,20020768,5/25/2023,Residential,land,1,1590212,300.04,"5,300"
Makkah Region,Jeddah, altaeawun ,20511313,7/30/2023,Residential,land,1,765000,449.99,"1,700"
Riyadh region,Riyadh, Al-Wisam ,20953569,9/15/2023,Residential,land,1,120900,300.0,403
Riyadh region,Riyadh,alnarjis,20771134,8/29/2023,Residential,apartment,1,1000000,123.93,"8,069"
Riyadh region,Riyadh,Al-Khair,20808831,9/3/2023,Residential,land,1,1200000,840.0,"1,429"
Jazan region,Jizan, Mohammedia ,20176615,6/13/2023,Residential,apartment,1,582967,200.39,"2,909"
Riyadh region,Riyadh,Al-Khair,20677299,8/17/2023,Residential,land,1,455000,375.0,"1,213"
Makkah Region,Jeddah, Mohammedia ,20375894,7/12/2023,Residential,land,1,2056250,437.5,"4,700"
Eastern Region,Dammam, Al-Jawhara ,20032517,5/28/2023,Residential,apartment,1,520000,197.85,"2,628"
Riyadh region,Al Kharj, Al-Ghadeer  ,20208156,6/19/2023,Residential,land,1,360000,600.0,600
Makkah Region,Jeddah, Al Faisaliah  ,20732663,8/24/2023,Residential,land,1,2313000,473.0,"4,890"
Jazan region,Jizan, Al Rawabi ,20035387,5/28/2023,Residential,land,1,263000,671.92,391
Riyadh region,Riyadh, Al-Wisam ,20952372,9/15/2023,Residential,land,1,120900,300.0,403
Riyadh region,Riyadh,Misfa,20619996,8/10/2023,Residential,land,1,300000,599.9,500
Makkah Region,Jeddah, Al Sawari ,20001091,5/24/2023,Residential,land,1,2592000,720.0,"3,600"
Qassim region,baridah, Al-Batin ,20220782,6/19/2023,Residential,land,1,138188,325.0,425
Riyadh region,Riyadh,Al Naseem,20541564,8/2/2023,Residential,land,1,855000,380.0,"2,250"
Hail region,Hail, Suwayfa ,19751041,4/10/2023,Residential,land,1,112500,440.0,256
Riyadh region,Riyadh, AlUla  ,19819683,4/30/2023,Residential,land,1,186000,382.5,486
Riyadh region,Riyadh,Al-Khair,20367186,7/11/2023,Residential,land,1,1530000,1040.03,"1,471"
Eastern Region,Al-Hofuf, Alhambra althaanaa,20554236,8/3/2023,Residential,land,1,718512,210.0,"3,421"
Riyadh region,Riyadh,Al-Khair,20703552,8/21/2023,Residential,land,1,1000000,750.0,"1,333"
Qassim region,Onaizah, Olaya ,20651661,8/15/2023,Residential,land,1,185000,352.17,525
Riyadh region,Riyadh,Al-Khair,20270898,6/22/2023,Residential,land,1,1100000,750.0,"1,467"
Riyadh region,Riyadh,Laban,20548867,8/2/2023,Residential,apartment,1,600000,195.52,"3,069"
Riyadh region,Riyadh,Nazim,20057739,5/30/2023,Residential,land,1,1000000,700.0,"1,429"
Jazan region,Abu Arish, alsafa ,20842716,9/6/2023,Residential,land,1,250000,600.0,417
Makkah Region,Makkah,Batha Quraish City approved,20063794,6/7/2023,Residential,land,1,209722,419.4,500
Riyadh region,Riyadh, Al-Wisam ,20953392,9/15/2023,Residential,land,1,120900,300.0,403
Eastern Region,alkhabar,Al-Azizia ,20847529,9/6/2023,Residential,land,1,1594958,437.5,"3,646"
Riyadh region,Riyadh,Jasmine,20303513,7/5/2023,Residential,apartment,1,929000,188.25,"4,935"
Medina region,AL Madinah,Abyar Al-Mashi ,20295751,7/4/2023,Residential,land,1,100000,470.25,213
Riyadh region,Riyadh,Al-Khair,20837787,9/5/2023,Residential,land,1,515000,390.0,"1,321"
Makkah Region,Jeddah, Al-Rayyan ,19935470,5/16/2023,Residential,apartment,1,551562,149.51,"3,689"
Jazan region,Jizan, Mohammedia1 ,20462522,7/24/2023,Residential,land,1,500000,600.0,833
Makkah Region,Jeddah,jawharat alearus,20976658,9/18/2023,Residential,land,1,400000,620.0,645
Eastern Region,Jubail, aldabab ,20053080,5/30/2023,Residential,land,1,350000,509.17,687
Qassim region,baridah, Naqa ,20226678,6/20/2023,Residential,land,1,128845,368.13,350
Riyadh region,Riyadh,Al-Janadriyah,20274241,6/22/2023,Residential,land,1,1285000,300.0,"4,283"
Riyadh region,Al Kharj,Andalusia,20011514,5/24/2023,Residential,land,1,1171564,380.0,"3,083"
Riyadh region,Riyadh,Al-Azizia,19969706,5/19/2023,Residential,land,1,1180000,700.0,"1,686"
Qassim region,baridah, Al-Nakhil ,19844394,5/3/2023,Residential,land,1,781250,250.0,"3,125"
Qassim region,baridah, Alsafra,20348643,7/13/2023,Residential,land,1,1200000,900.0,"1,333"
Qassim region,Onaizah, Alhambra ,20904371,9/11/2023,Residential,land,1,1000000,425.3,"2,351"
Eastern Region,alkhabar, alkhabar ,20076974,6/1/2023,Residential,apartment,1,350000,85.44,"4,096"
Jazan region,Jizan, Al Rawabi ,19841281,5/3/2023,Residential,land,1,200000,640.0,313
Jazan region,Jizan, Al Rawabi ,20022471,5/25/2023,Residential,land,1,320000,640.0,500
Qassim region,baridah,North Buraydah,20496022,7/27/2023,Residential,land,1,318000,600.0,530
Eastern Region,Dammam,Badr,21055648,9/28/2023,Residential,apartment,1,200000,182.23,"1,098"
Tabuk region,Tabuk,Jasmine,20945042,9/17/2023,Residential,land,1,200000,660.0,303
Eastern Region,Al-Hofuf,Dana,20673347,8/17/2023,Residential,land,1,380000,400.0,950
Medina region,AL Madinah,Ranuna,21010258,9/21/2023,Residential,apartment,1,367000,115.84,"3,168"
Riyadh region,Riyadh,Yarmouk,20314351,7/6/2023,Residential,apartment,1,460000,103.34,"4,451"
Makkah Region,Jeddah, Salhiya  ,20039026,5/28/2023,Residential,land,1,750000,600.0,"1,250"
Makkah Region,Jeddah,Al-Furqan,20737870,8/24/2023,Residential,land,1,390000,620.0,629
Qassim region,baridah, Al-Lasib ,20428097,7/19/2023,Residential,land,1,231000,660.0,350
Medina region,AL Madinah,Al-Nubala,20604842,8/9/2023,Residential,land,1,621000,460.0,"1,350"
Qassim region,baridah, Salmiya ,19845755,5/4/2023,Residential,land,1,478800,1260.07,380
Riyadh region,Riyadh,Al-Malqa,19824687,4/30/2023,Residential,land,1,3350000,285.0,"11,754"
Jazan region,Jizan, Mohammedia ,20016155,5/25/2023,Residential,apartment,1,500000,202.48,"2,469"
Eastern Region,Dammam, Al-Shuala ,20746780,8/27/2023,Residential,land,1,784546,598.89,"1,310"
Riyadh region,Riyadh, Al-Sahab ,20958258,9/16/2023,Residential,land,1,120900,300.0,403
Al-Jawf region,Sakaka, allaqayit ,20732374,8/24/2023,Residential,land,1,100000,501.94,199
Riyadh region,Riyadh,Arid,19844875,5/4/2023,Residential,land,1,240000,450.0,533
Riyadh region,Riyadh,Al-Khair,20174359,6/12/2023,Residential,land,1,1170000,880.0,"1,330"
Riyadh region,Riyadh,Malaz,20672013,8/17/2023,Residential,apartment,1,435000,95.02,"4,578"
Makkah Region,Jeddah, Al-Fayhaa ,20671766,8/17/2023,Residential,apartment,1,1335000,275.67,"4,843"
Makkah Region,Jeddah, Al-Waha ,20559555,8/3/2023,Residential,apartment,1,300000,154.62,"1,940"
Riyadh region,Riyadh, Al-Sahab ,20957551,9/16/2023,Residential,land,1,120900,300.0,403
Riyadh region,Riyadh, Al-Wisam ,20955043,9/16/2023,Residential,land,1,120900,300.0,403
Eastern Region,aleuyun, Rabieh ,20947016,9/14/2023,Residential,land,1,322825,529.22,610
Makkah Region,Makkah,  Al-Nakhil ,19929001,5/15/2023,Residential,land,1,877500,395.99,"2,216"
Riyadh region,Riyadh,Munsiyah,20998775,9/20/2023,Residential,land,1,1409372,450.0,"3,132"
Makkah Region,Jeddah,jawharat alearus,20207146,6/19/2023,Residential,land,1,480000,900.0,533
Makkah Region,Jeddah, Al-Rayyan ,20845145,9/6/2023,Residential,apartment,1,673013,227.6,"2,957"
Riyadh region,Riyadh, Al-Sahab ,20957687,9/16/2023,Residential,land,1,120900,300.0,403
Makkah Region,Jeddah,Durrat Al-Arous,20823914,9/4/2023,Residential,land,1,1795026,525.63,"3,415"
Riyadh region,Riyadh,Tuwaiq,20583650,8/7/2023,Residential,land,1,962278,390.0,"2,467"
Riyadh region,Riyadh,Hattin,20195706,6/15/2023,Residential,apartment,1,1059000,127.57,"8,301"
Makkah Region,Jeddah, Al Sawari ,20319744,7/9/2023,Residential,apartment,1,641545,158.7,"4,043"
Riyadh region,Riyadh, Al-Wisam ,20954756,9/16/2023,Residential,land,1,120900,300.0,403
Makkah Region,Makkah, Alhambra ,20798348,8/31/2023,Residential,land,1,1475000,500.0,"2,950"
Medina region,AL Madinah,Arid,21092652,9/28/2023,Residential,land,1,2000000,525.0,"3,810"
Asir region,Abha,Dhi Al-Namis ,20684575,8/20/2023,Residential,land,1,700000,380.0,"1,842"
Eastern Region,Hasa, aldabab ,21062400,9/27/2023,Residential,land,1,642700,254.63,"2,524"
Makkah Region,Jeddah, Al-Marwa ,20718473,8/24/2023,Residential,apartment,1,630000,153.09,"4,115"
Makkah Region,Jeddah, alshaati ,20261012,6/21/2023,Residential,land,1,1300000,415.8,"3,127"
Riyadh region,Riyadh,Nazim,20820742,9/4/2023,Residential,land,1,931875,745.5,"1,250"
Makkah Region,Jeddah, alwafa ,20834146,9/5/2023,Residential,land,1,1100000,891.0,"1,235"
Qassim region,Onaizah, Rehab ,20420727,7/19/2023,Residential,land,1,6000,35.1,171
Medina region,AL Madinah,Al-Azizia ,19987607,5/22/2023,Residential,apartment,1,391820,90.08,"4,350"
Makkah Region,Jeddah,jawharat alearus,20993111,9/19/2023,Residential,land,1,400000,620.0,645
Riyadh region,Riyadh,alkhalij,19777454,4/13/2023,Residential,land,1,1900000,375.0,"5,067"
Makkah Region,Jeddah, Al Faisaliah  ,19999159,5/23/2023,Residential,apartment,1,500000,133.5,"3,745"
Makkah Region,Makkah, Rashidiya ,19817978,4/27/2023,Residential,land,1,450000,600.0,750
Riyadh region,Riyadh,Arid,20114665,6/5/2023,Residential,land,1,300000,375.0,800
Makkah Region,Jeddah, Nahda ,20774688,8/29/2023,Residential,land,1,3500000,900.0,"3,889"
Makkah Region,Jeddah, Al-Rayyan ,20267000,6/22/2023,Residential,apartment,1,689693,189.85,"3,633"
Riyadh region,Riyadh,alnarjis,20426440,7/19/2023,Residential,land,1,2470500,457.5,"5,400"
Makkah Region,Jeddah, aljazira ,19718014,4/6/2023,Residential,land,1,250000,434.0,576
Makkah Region,Jeddah, Rahmaniyah ,20050019,5/29/2023,Residential,land,1,980000,662.5,"1,479"
Eastern Region,Dammam,King Fahd,20271276,6/22/2023,Residential,land,1,640000,500.0,"1,280"
Eastern Region,Hasa,Hajar,19844798,5/4/2023,Residential,land,1,180000,375.0,480
Makkah Region,Makkah, Al-Nakhil 2 ,20943820,9/14/2023,Residential,apartment,1,680000,212.06,"3,207"
Riyadh region,Riyadh,Khalidiya,20710773,8/22/2023,Residential,land,1,1150000,625.0,"1,840"
Qassim region,Riyadh Al-Khabara,Al-Shamaliya,20963805,9/17/2023,Residential,land,1,100000,554.5,180
Hail region,Hail,Jasmine,20363286,7/11/2023,Residential,land,1,860000,1200.0,717
Riyadh region,Riyadh,Arid,20166384,6/11/2023,Residential,land,1,170000,408.0,417
Riyadh region,Riyadh,alnarjis,19793750,4/15/2023,Residential,apartment,1,788777,129.53,"6,090"
Riyadh region,Riyadh,Rabieh,19991852,5/22/2023,Residential,land,1,170000,403.75,421
Northern border region,Rafha,Al-Qadisiyah,20200181,6/18/2023,Residential,land,1,85000,550.0,155
Asir region,Belsamr,Al-Safwan,19697454,4/3/2023,Residential,land,1,100000,669.97,149
Riyadh region,Riyadh,alaizdihar,20677446,8/17/2023,Residential,apartment,1,700000,68.96,"10,151"
Riyadh region,Riyadh,ashbilya,20145709,6/8/2023,Residential,apartment,1,362500,147.09,"2,464"
Riyadh region,Riyadh,Al-Janadriyah,20774500,8/29/2023,Residential,apartment,1,400000,100.53,"3,979"
Riyadh region,Riyadh,Al-Khair,20272865,6/22/2023,Residential,land,1,510000,405.0,"1,259"
Makkah Region,Jeddah, Al-Waha ,20527860,7/31/2023,Residential,apartment,1,450000,131.84,"3,413"
Qassim region,baridah, al'ufuq ,20381177,7/16/2023,Residential,land,1,980000,480.0,"2,042"
Makkah Region,bahruh, Bahra ,20408589,7/17/2023,Residential,land,1,200000,260.0,769
Riyadh region,Riyadh, Arqa ,19768859,5/1/2023,Residential,facility,1,17000000,10000.0,"1,700"
Makkah Region,Jeddah, Al-Bayan ,20356538,7/11/2023,Residential,land,1,350000,900.0,389
Riyadh region,Riyadh,Al-Khair,20057490,5/30/2023,Residential,land,1,835000,487.5,"1,713"
Jazan region,Abu Arish,Rah Abu Arish ,19872014,5/8/2023,Residential,apartment,1,300000,128.66,"2,332"
Eastern Region,alkhabar, Tahlia ,20837593,9/5/2023,Residential,land,1,1550000,600.0,"2,583"
Riyadh region,Riyadh,Laban,20497664,7/27/2023,Residential,land,1,1352080,429.06,"3,151"
Riyadh region,Riyadh, Al-Wisam ,20955358,9/16/2023,Residential,land,1,120900,300.0,403
Eastern Region,Al-Hofuf,Al-Azizia al'awal,20748056,8/27/2023,Residential,land,1,260000,260.0,"1,000"
Eastern Region,Dammam, alnuwr  ,20218291,6/19/2023,Residential,apartment,1,340425,132.0,"2,579"
Eastern Region,Dammam, Al-Manar ,19700957,4/3/2023,Residential,land,1,950000,539.0,"1,763"
Riyadh region,Riyadh,Salhiya ,19702232,4/5/2023,Residential,apartment,1,339600,71.52,"4,748"
Tabuk region,Tabuk, Nazim ,19885703,5/10/2023,Residential,apartment,1,311461,154.56,"2,015"
Eastern Region,Hafar Al-Batin,Abu Musa Al-Ash'ari ,20917967,9/12/2023,Residential,land,1,100000,178.6,560
Riyadh region,Riyadh,Namar,20543969,8/2/2023,Residential,land,1,440000,450.0,978
Riyadh region,Riyadh,alsuwaydaa,19685739,4/3/2023,Residential,land,1,1200000,460.0,"2,609"
Makkah Region,Jeddah, Salhiya  ,20634995,8/13/2023,Residential,land,1,980000,660.0,"1,485"
Riyadh region,Al Kharj, Alhambra ,20707953,8/22/2023,Residential,land,1,858000,780.0,"1,100"
Makkah Region,Jeddah, Salhiya  ,20626354,8/12/2023,Residential,land,1,1275000,833.0,"1,531"
Riyadh region,Riyadh,Manfuha,20816050,9/3/2023,Residential,land,1,45000,124.0,363
Eastern Region,Dammam, alzuhur ,19841735,5/3/2023,Residential,apartment,1,720000,238.59,"3,018"
Asir region,Khamis Mushait,East Dahban,20616190,8/10/2023,Residential,land,1,100000,507.5,197
Riyadh region,Riyadh,Laban,19931564,5/15/2023,Residential,apartment,1,500000,163.15,"3,065"
Medina region,AL Madinah,Al-Khatam,20175490,6/13/2023,Residential,land,1,1468322,201.18,"7,299"
Makkah Region,Jeddah, Alhambra ,20952107,9/15/2023,Residential,apartment,1,1100000,158.93,"6,921"
Jazan region,Jizan, Muhammadiyah ,20422163,7/19/2023,Residential,apartment,1,580000,236.02,"2,457"
Riyadh region,Riyadh,Mahdia,20309547,7/6/2023,Residential,land,1,1320000,400.0,"3,300"
Riyadh region,Riyadh,Rabieh,20367839,7/11/2023,Residential,land,1,235000,400.0,588
Eastern Region,Hafar Al-Batin, Al-Shifa ,20588632,8/7/2023,Residential,land,1,80000,400.0,200
Makkah Region,Jeddah, Miriykh ,19704126,4/4/2023,Residential,apartment,1,291819,100.85,"2,894"
Riyadh region,Riyadh,alnarjis,20548079,8/2/2023,Residential,land,1,1387520,693.76,"2,000"
Riyadh region,Riyadh, Al-Wisam ,20953287,9/15/2023,Residential,land,1,120900,300.0,403
Hail region,Hail, Almatar ,20077846,6/1/2023,Residential,land,1,750000,468.0,"1,603"
Riyadh region,Riyadh, Al-Wisam ,20955676,9/16/2023,Residential,land,1,120900,300.0,403
Riyadh region,Riyadh,Al Naseem,20486879,7/26/2023,Residential,land,1,1000000,625.0,"1,600"
Makkah Region,Jeddah, alsharafia ,20395284,7/16/2023,Residential,apartment,1,690000,210.42,"3,279"
Eastern Region,Hasa, albustan bialkilabia,20633309,8/13/2023,Residential,land,1,500000,405.0,"1,235"
Makkah Region,Jeddah, alluwlu ,20473329,7/25/2023,Residential,land,1,1200000,728.0,"1,648"
Riyadh region,Riyadh,Mahdia,20195754,6/15/2023,Residential,land,1,1025000,400.0,"2,563"
Riyadh region,Riyadh, Al-Wisam ,20952262,9/15/2023,Residential,land,1,120900,300.0,403
Riyadh region,Riyadh,Nazim,20341462,7/10/2023,Residential,apartment,1,217150,131.55,"1,651"
Riyadh region,Riyadh, Al-Bayan ,20970704,9/18/2023,Residential,land,1,843750,375.0,"2,250"
Qassim region,baridah, Yarmouk ,20310711,7/6/2023,Residential,land,1,726972,1211.62,600
Makkah Region,Jeddah,Jawharat Al Arous ,20725974,8/23/2023,Residential,land,1,200000,620.0,323
Riyadh region,Hotat Bani Tamim, alsalam,19901080,5/10/2023,Residential,land,1,165000,625.0,264
Makkah Region,Taif, Al-Mudbaa ,21059036,9/27/2023,Residential,land,1,1000000,487.5,"2,051"
Riyadh region,Riyadh,Arid,19782309,4/13/2023,Residential,land,1,280000,400.0,700
Riyadh region,Riyadh,Hattin,20173820,6/12/2023,Residential,apartment,1,1179000,144.89,"8,137"
Riyadh region,Riyadh,alsuwaydaa,20076148,6/1/2023,Residential,land,1,850000,230.0,"3,696"
Eastern Region,Al-Hofuf,Hofuf,20832389,9/5/2023,Residential,land,1,430000,418.0,"1,029"
Makkah Region,Makkah,Al-Rayyan ,19876591,5/9/2023,Residential,apartment,1,400000,139.28,"2,872"
Eastern Region,Dammam,Badia,19907396,5/14/2023,Residential,land,1,2500000,325.22,"7,687"
Riyadh region,Riyadh,Al-Khair,20204319,6/18/2023,Residential,land,1,650000,437.5,"1,486"
Makkah Region,Taif, Al-Arfaa ,20590891,8/7/2023,Residential,land,1,200000,780.0,256
Makkah Region,Jeddah, alwurud ,19921725,5/14/2023,Residential,apartment,1,1175000,224.13,"5,242"
Eastern Region,Jubail, Jalmudah ,20480408,7/26/2023,Residential,land,1,293601,392.3,748
Makkah Region,Rabigh, alnaeim ,20144016,6/11/2023,Residential,land,1,270000,747.31,361
Qassim region,baridah, Malida ,20226659,6/20/2023,Residential,land,1,80000,360.0,222
Riyadh region,Riyadh,East of Riyadh,20435306,7/20/2023,Residential,land,1,350000,864.0,405
Makkah Region,Jeddah,Umm Al Salam,20821884,9/4/2023,Residential,apartment,1,521789,167.24,"3,120"
Riyadh region,Riyadh,Rabieh,20735454,8/24/2023,Residential,land,1,220000,425.0,518
Riyadh region,Riyadh,Namar,20789620,8/30/2023,Residential,apartment,1,500000,195.83,"2,553"
Qassim region,Onaizah, Olaya ,20687662,8/20/2023,Residential,land,1,200000,345.18,579
Makkah Region,Jeddah, Al-Fayhaa ,21083852,9/28/2023,Residential,apartment,1,690281,182.15,"3,790"
Hail region,Hail,qaryat qifaar,20177938,6/13/2023,Residential,land,1,100000,490.0,204
Eastern Region,Khafji, Alhambra ,20614116,8/13/2023,Residential,land,1,250000,543.0,460
Qassim region,baridah, Al-Tayseer ,20747236,8/27/2023,Residential,land,1,157500,375.0,420
Makkah Region,Jeddah,jawharat alearus,20693583,8/20/2023,Residential,land,1,450000,622.65,723
Riyadh region,Riyadh,Rawda,20119725,6/6/2023,Residential,apartment,1,880000,142.09,"6,193"
Makkah Region,bahruh, Bahra ,20130832,6/7/2023,Residential,land,1,250000,625.0,400
Riyadh region,Riyadh, Al-Wisam ,20952641,9/15/2023,Residential,land,1,120900,300.0,403
Riyadh region,Riyadh,Arid,19799342,4/25/2023,Residential,land,1,315000,432.0,729
Riyadh region,Riyadh,alnarjis,20610713,8/9/2023,Residential,land,1,2000000,500.0,"4,000"
Qassim region,baridah,alshaqa,20080261,6/1/2023,Residential,land,1,113400,300.0,378
Riyadh region,Riyadh,East of Riyadh,20805709,9/2/2023,Residential,land,1,590000,900.0,656
Riyadh region,Riyadh,Al Nada,20171716,6/12/2023,Residential,land,1,3350000,300.0,"11,167"
Riyadh region,Riyadh,Al-Nakhil,20247873,6/20/2023,Residential,apartment,1,1159000,131.27,"8,829"
Eastern Region,Qatif,Danat Al-Rams,20789446,8/30/2023,Residential,land,1,1500000,600.0,"2,500"
Riyadh region,Riyadh,Munsiyah,19879966,5/8/2023,Residential,apartment,1,809000,162.82,"4,969"
Makkah Region,Jeddah,Beni Malik,19886484,5/10/2023,Residential,apartment,1,767917,173.0,"4,439"
Riyadh region,Riyadh,ashbilya,19824794,5/2/2023,Residential,apartment,1,470000,127.77,"3,678"
Riyadh region,Riyadh,Arid,20692653,8/20/2023,Residential,land,1,170000,250.0,680
Makkah Region,Jeddah, aalmajd ,20289834,7/2/2023,Residential,land,1,285000,900.0,317
Makkah Region,Jeddah, Al-Marwa ,20447701,7/23/2023,Residential,apartment,1,617271,148.74,"4,150"
Qassim region,Onaizah, Al-Manar ,20132542,6/7/2023,Residential,land,1,100000,503.0,199
Riyadh region,Riyadh,Arid,20326034,7/9/2023,Residential,land,1,263000,450.0,584
Riyadh region,Riyadh,Al-Khair,20815838,9/3/2023,Residential,land,1,485000,375.0,"1,293"
Riyadh region,Riyadh,alrimal,20899423,9/10/2023,Residential,land,1,972000,360.0,"2,700"
Riyadh region,Riyadh,East of Riyadh,20398061,7/16/2023,Residential,land,1,480000,900.0,533
Riyadh region,Riyadh,Arid,20166973,6/11/2023,Residential,land,1,285000,400.0,713
Qassim region,baridah, alrafiea ,20413993,7/18/2023,Residential,land,1,2256093,1193.7,"1,890"
Riyadh region,Riyadh,aljazira,19978560,5/21/2023,Residential,land,1,1705725,487.35,"3,500"
Qassim region,baridah,alshaqa,20408407,7/17/2023,Residential,land,1,120313,312.5,385
Hail region,Hail, Al-Rasaf ,20537004,8/1/2023,Residential,land,1,330000,437.5,754
Qassim region,Albkirih,Bukayriyah,20208867,6/19/2023,Residential,land,1,130000,630.0,206
Makkah Region,Jeddah, alsafa ,20001087,5/23/2023,Residential,apartment,1,324000,130.94,"2,474"
